affile,score,hom,prob
AF-A0A3Q0KC04-F1-model_v4,3.87,27,0.122
AF-A0A5K4F6T0-F1-model_v4,9.9,27,0.458
AF-G4LYJ5-F1-model_v4,7.96,27,0.357
AF-A0A3Q0KHY7-F1-model_v4,3.7,27,0.113
AF-A0A5K4F923-F1-model_v4,1.86,27,0.03
AF-A0A5K4F8D7-F1-model_v4,3.26,27,0.09
AF-G4VDV7-F1-model_v4,2.11,27,0.04
AF-A0A5K4FBH4-F1-model_v4,2.28,27,0.047
AF-A0A5K4EK33-F1-model_v4,1.29,27,0.012
AF-A0A5K4EL66-F1-model_v4,2.12,28,0.041
AF-A0A5K4FB52-F1-model_v4,1.63,28,0.022
AF-A0A5K4F1Y5-F1-model_v4,8.43,28,0.383
AF-A0A3Q0KQ08-F1-model_v4,5.37,28,0.209
AF-A0A3Q0KKU7-F1-model_v4,1.96,28,0.034
AF-A0A5K4F5S3-F1-model_v4,0.79,28,0.002
AF-A0A5K4FFH8-F1-model_v4,9.88,28,0.457
AF-A0A5K4F105-F1-model_v4,7.44,28,0.328
AF-A0A5K4F2S5-F1-model_v4,1.75,28,0.026
AF-A0A3Q0KLT4-F1-model_v4,5.94,28,0.241
AF-A0A3Q0KUC1-F1-model_v4,1.21,28,0.01
AF-A0A3Q0KIU1-F1-model_v4,2.19,28,0.043
AF-G4VB23-F1-model_v4,22.41,28,0.826
AF-A0A5K4EKG2-F1-model_v4,4.48,28,0.157
AF-A0A5K4FAJ9-F1-model_v4,2.38,28,0.051
AF-A0A5K4F2Q0-F1-model_v4,1.26,28,0.011
AF-G4VB31-F1-model_v4,1.24,28,0.01
AF-A0A3Q0KPQ0-F1-model_v4,4.34,28,0.149
AF-A0A5K4EQE4-F1-model_v4,7.29,28,0.319
AF-A0A5K4FBY2-F1-model_v4,6.74,28,0.289
AF-A0A5K4F8I8-F1-model_v4,1.01,28,0.005
AF-A0A5K4EA64-F1-model_v4,0.89,28,0.003
AF-A0A5K4FA02-F1-model_v4,1.8,28,0.028
AF-A0A5K4FCG9-F1-model_v4,7.68,28,0.341
AF-A0A5K4F450-F1-model_v4,5.01,28,0.187
AF-A0A5K4F175-F1-model_v4,1.7,28,0.025
AF-A0A5K4EWU7-F1-model_v4,1.5,28,0.018
AF-A0A3Q0KFP0-F1-model_v4,1.54,28,0.019
AF-A0A5K4F4U1-F1-model_v4,4.7,28,0.17
AF-A0A5K4ELX8-F1-model_v4,1.61,28,0.021
AF-A0A3Q0KT39-F1-model_v4,17.82,28,0.737
AF-A0A5K4FAV1-F1-model_v4,3.43,28,0.098
AF-G4VLY0-F1-model_v4,2.69,28,0.065
AF-A0A3Q0KND9-F1-model_v4,18.29,28,0.748
AF-G4VNI6-F1-model_v4,9.03,28,0.415
AF-A0A5K4FBJ2-F1-model_v4,3.42,28,0.098
AF-A0A3Q0KJ11-F1-model_v4,34.95,28,0.93
AF-A0A5K4F797-F1-model_v4,6.78,28,0.291
AF-A0A5K4F516-F1-model_v4,2.88,28,0.073
AF-A0A3Q0KDZ9-F1-model_v4,3.04,28,0.081
AF-A0A5K4EE86-F1-model_v4,3.51,28,0.103
AF-A0A3Q0KKI1-F1-model_v4,15.13,28,0.664
AF-Q26605-F1-model_v4,0.67,28,0.001
AF-G4V834-F1-model_v4,2.1,28,0.039
AF-A0A5K4F748-F1-model_v4,4.09,29,0.134
AF-A0A3Q0KUI4-F1-model_v4,3.17,29,0.086
AF-A0A5K4EJW6-F1-model_v4,20.42,29,0.793
AF-A0A5K4EVL6-F1-model_v4,2.82,29,0.07
AF-A0A5K4ECF6-F1-model_v4,7.88,29,0.353
AF-A0A5K4FBP2-F1-model_v4,5.65,29,0.226
AF-G4V607-F1-model_v4,1.31,29,0.012
AF-A0A5K4FCB8-F1-model_v4,3.67,29,0.111
AF-A0A5K4F6M0-F1-model_v4,2.35,29,0.05
AF-A0A5K4EGQ2-F1-model_v4,20.82,29,0.799
AF-G4V6M5-F1-model_v4,8.19,29,0.37
AF-G4LXY1-F1-model_v4,1.01,29,0.005
AF-P23126-F1-model_v4,15.51,29,0.674
AF-A0A3Q0KKR3-F1-model_v4,12.72,29,0.577
AF-A0A3Q0KPQ2-F1-model_v4,0.84,29,0.003
AF-A0A3Q0KV76-F1-model_v4,1.27,29,0.011
AF-G4V6V3-F1-model_v4,1.72,29,0.025
AF-A0A3Q0KRH2-F1-model_v4,8.31,29,0.377
AF-G4V6M4-F1-model_v4,5.6,29,0.223
AF-A0A5K4F5S9-F1-model_v4,3.17,29,0.086
AF-A0A5K4F2B8-F1-model_v4,1.16,29,0.008
AF-A0A3Q0KJM0-F1-model_v4,3.78,29,0.118
AF-G4VAE9-F1-model_v4,2.39,29,0.052
AF-A0A3Q0KRM2-F1-model_v4,2.16,29,0.042
AF-A0A5K4FC90-F1-model_v4,32.59,29,0.917
AF-G4VT14-F1-model_v4,5.71,29,0.229
AF-C1M032-F1-model_v4,15.12,29,0.663
AF-A0A5K4F6Q2-F1-model_v4,0.86,29,0.003
AF-C4QTL1-F1-model_v4,4.67,29,0.168
AF-G4V7L9-F1-model_v4,2.41,29,0.053
AF-A0A0U5KKP6-F1-model_v4,2.27,29,0.046
AF-A0A5K4EQD6-F1-model_v4,5.16,29,0.196
AF-A0A3Q0KMH3-F1-model_v4,2.3,29,0.047
AF-A0A5K4EGA6-F1-model_v4,5.83,30,0.235
AF-A0A3Q0KTN4-F1-model_v4,2.29,30,0.047
AF-A0A5K4F8R0-F1-model_v4,4.14,30,0.137
AF-A0A5K4F4H3-F1-model_v4,11.8,30,0.541
AF-A0A3Q0KKD8-F1-model_v4,0.75,30,0.002
AF-A0A3Q0KKK3-F1-model_v4,0.74,30,0.002
AF-A0A3Q0KT46-F1-model_v4,0.56,30,0.0
AF-A0A5K4FCD8-F1-model_v4,0.75,30,0.002
AF-A0A5K4EQI3-F1-model_v4,3.16,30,0.086
AF-A0A5K4FAQ4-F1-model_v4,6.79,30,0.292
AF-A0A5K4FA01-F1-model_v4,2.02,30,0.037
AF-A0A3Q0KI42-F1-model_v4,0.96,30,0.004
AF-A0A3Q0KUW8-F1-model_v4,3.09,30,0.083
AF-A0A5K4F9Z4-F1-model_v4,10.12,30,0.468
AF-A0A5K4ESE1-F1-model_v4,1.55,30,0.019
AF-A0A5K4F6P7-F1-model_v4,23.8,30,0.846
AF-A0A3Q0KNV1-F1-model_v4,3.03,30,0.08
AF-A0A5K4EVB5-F1-model_v4,2.32,30,0.048
AF-A0A5K4F9W7-F1-model_v4,5.26,30,0.202
AF-G4VFV9-F1-model_v4,3.12,30,0.084
AF-A0A3Q0KQJ3-F1-model_v4,2.65,30,0.063
AF-A0A5K4FED5-F1-model_v4,4.4,30,0.152
AF-A0A3Q0KL84-F1-model_v4,1.44,30,0.016
AF-G4VRI3-F1-model_v4,4.02,30,0.131
AF-A0A3Q0KBP5-F1-model_v4,9.35,30,0.43
AF-A0A5K4ESJ4-F1-model_v4,5.3,30,0.205
AF-G4VR52-F1-model_v4,8.59,30,0.391
AF-A0A3Q0KTE6-F1-model_v4,6.37,30,0.268
AF-A0A5K4F2M5-F1-model_v4,28.02,30,0.886
AF-A0A5K4ELB1-F1-model_v4,9.89,30,0.457
AF-A0A5K4FFS9-F1-model_v4,0.93,30,0.004
AF-A0A5K4F1B6-F1-model_v4,62.44,30,0.984
AF-A0A3Q0KGE6-F1-model_v4,1.78,30,0.027
AF-A0A5K4FAL8-F1-model_v4,1.78,30,0.027
AF-G4V6V0-F1-model_v4,6.29,30,0.262
AF-A0A5K4F8B3-F1-model_v4,6.53,30,0.278
AF-A0A5K4EME8-F1-model_v4,35.64,30,0.934
AF-A0A5K4F8G9-F1-model_v4,1.46,30,0.016
AF-G4VLJ2-F1-model_v4,1.32,30,0.012
AF-A0A5K4EMQ7-F1-model_v4,41.49,31,0.951
AF-A0A5K4ECI5-F1-model_v4,1.24,31,0.01
AF-A0A3Q0KRB8-F1-model_v4,15.83,31,0.683
AF-A0A5K4F4J6-F1-model_v4,5.45,31,0.214
AF-A0A5K4F823-F1-model_v4,1.95,31,0.034
AF-G4VDH8-F1-model_v4,6.6,31,0.281
AF-G4V6B2-F1-model_v4,8.63,31,0.393
AF-A0A3Q0KBQ1-F1-model_v4,50.15,31,0.968
AF-A0A3Q0KSW0-F1-model_v4,36.62,31,0.937
AF-A0A3Q0KDX0-F1-model_v4,1.26,31,0.011
AF-G4VRP0-F1-model_v4,1.31,31,0.012
AF-A0A5K4F0C9-F1-model_v4,1.54,31,0.019
AF-C4QSB3-F1-model_v4,32.66,31,0.917 hey
AF-G4VDQ1-F1-model_v4,1.01,31,0.005
AF-A0A5K4F6P6-F1-model_v4,2.77,31,0.068
AF-A0A5K4F3K3-F1-model_v4,11.09,31,0.512
AF-C4Q5K0-F1-model_v4,11.51,31,0.531
AF-A0A3Q0KNF8-F1-model_v4,13.39,31,0.601
AF-A0A5K4EMK2-F1-model_v4,1.07,31,0.006
AF-A0A5K4EGZ1-F1-model_v4,4.11,31,0.136
AF-A0A5K4EL98-F1-model_v4,4.1,31,0.135
AF-A0A5K4F9G2-F1-model_v4,3.63,31,0.109
AF-A0A3Q0KT53-F1-model_v4,0.78,31,0.002
AF-A0A5K4F6J1-F1-model_v4,8.81,31,0.403
AF-A0A5K4F6B4-F1-model_v4,2.95,31,0.076
AF-A0A5K4FAD2-F1-model_v4,7.46,31,0.329
AF-A0A5K4F5Z1-F1-model_v4,42.22,32,0.952
AF-A0A3Q0KKS4-F1-model_v4,3.0,32,0.079
AF-A0A5K4F820-F1-model_v4,4.55,32,0.161
AF-A0A3Q0KGV8-F1-model_v4,21.25,32,0.807
AF-A0A5K4F0T2-F1-model_v4,13.52,32,0.606
AF-A0A5K4FBD5-F1-model_v4,1.97,32,0.035
AF-G4VAN1-F1-model_v4,5.28,32,0.203
AF-A0A5K4F635-F1-model_v4,5.27,32,0.203
AF-A0A5K4F6H3-F1-model_v4,16.58,32,0.704
AF-A0A5K4F9L6-F1-model_v4,2.36,32,0.05
AF-A0A5K4EQH3-F1-model_v4,6.58,32,0.28
AF-A0A3Q0KM43-F1-model_v4,18.02,32,0.742
AF-G4VTP8-F1-model_v4,1.15,32,0.008
AF-A0A5K4F434-F1-model_v4,1.9,32,0.032
AF-G4VT03-F1-model_v4,3.72,32,0.114
AF-A0A3Q0KSR8-F1-model_v4,9.31,32,0.428
AF-A0A3Q0KQ56-F1-model_v4,1.85,32,0.03
AF-G4VIW8-F1-model_v4,1.12,32,0.007
AF-A0A5K4EQ45-F1-model_v4,1.12,32,0.007
AF-A0A3Q0KNC8-F1-model_v4,5.12,32,0.193
AF-A0A3Q0KMX4-F1-model_v4,1.54,32,0.019
AF-A0A3Q0KTR5-F1-model_v4,3.72,32,0.114
AF-A0A3Q0KNX1-F1-model_v4,6.65,32,0.284
AF-A0A5K4EQL0-F1-model_v4,22.56,32,0.829
AF-A0A5K4F8S7-F1-model_v4,40.6,32,0.948 hey
AF-A0A5K4ETC0-F1-model_v4,2.47,32,0.055 
AF-A0A5K4F4P7-F1-model_v4,1.45,32,0.016
AF-A0A5K4FDS1-F1-model_v4,1.58,32,0.02
AF-A0A5K4F8Z9-F1-model_v4,7.77,32,0.346
AF-G4LV33-F1-model_v4,10.37,32,0.48
AF-A0A5K4F3G0-F1-model_v4,10.99,32,0.507
AF-A0A5K4F843-F1-model_v4,2.43,32,0.053
AF-G4VQB9-F1-model_v4,1.11,32,0.007
AF-A0A5K4F855-F1-model_v4,1.11,32,0.007
AF-G4LYJ6-F1-model_v4,4.4,32,0.153
AF-A0A3Q0KK58-F1-model_v4,1.42,32,0.015
AF-A0A5K4F3D5-F1-model_v4,7.64,32,0.339
AF-G4VAW9-F1-model_v4,1.2,32,0.009
AF-A0A5K4F4T0-F1-model_v4,19.38,32,0.774
AF-A0A5K4EQN2-F1-model_v4,1.68,32,0.024
AF-A0A3Q0KQP1-F1-model_v4,2.96,33,0.077
AF-G4VCM4-F1-model_v4,9.96,33,0.461
AF-A0A5K4F2T2-F1-model_v4,28.55,33,0.89
AF-G4VJH4-F1-model_v4,2.14,33,0.041
AF-A0A5K4FBK4-F1-model_v4,8.11,33,0.365
AF-A0A5K4EWR2-F1-model_v4,1.87,33,0.031
AF-A0A3Q0KHH5-F1-model_v4,7.94,33,0.356
AF-A0A5K4EWF7-F1-model_v4,15.55,33,0.675
AF-A0A5K4F2U1-F1-model_v4,22.74,33,0.831
AF-A0A5K4ESU1-F1-model_v4,14.85,33,0.654
AF-A0A5K4F968-F1-model_v4,1.91,33,0.032
AF-A0A5K4F8H5-F1-model_v4,11.71,33,0.538
AF-A0A5K4EFU7-F1-model_v4,8.52,33,0.387
AF-A0A5K4FC48-F1-model_v4,7.84,33,0.35
AF-A0A5K4F7W3-F1-model_v4,3.92,33,0.125
AF-A0A5K4F1N3-F1-model_v4,1.32,33,0.012
AF-A0A5K4FAV7-F1-model_v4,1.08,33,0.007
AF-A0A5K4EVE3-F1-model_v4,1.71,33,0.025
AF-A0A5K4F1Z3-F1-model_v4,11.34,33,0.523
AF-A0A3Q0KRR1-F1-model_v4,16.85,33,0.711
AF-A0A3Q0KBQ7-F1-model_v4,25.68,33,0.867
AF-A0A5K4F4Q3-F1-model_v4,12.33,33,0.562
AF-A0A3Q0KU44-F1-model_v4,2.63,33,0.062
AF-A0A3Q0KH27-F1-model_v4,0.82,33,0.002
AF-A0A5K4F5Z0-F1-model_v4,10.01,33,0.463
AF-A0A5K4F754-F1-model_v4,19.13,33,0.768
AF-A0A3Q0KJR1-F1-model_v4,1.03,33,0.006
AF-A0A5K4FE23-F1-model_v4,1.36,33,0.014
AF-A0A5K4FCC8-F1-model_v4,13.24,33,0.596
AF-G4LYJ9-F1-model_v4,3.34,33,0.094
AF-G4V9S8-F1-model_v4,2.37,33,0.05
AF-A0A3Q0KM38-F1-model_v4,11.47,33,0.529
AF-A0A5K4E945-F1-model_v4,13.11,34,0.592
AF-A0A5K4F848-F1-model_v4,2.17,34,0.042
AF-A0A5K4F528-F1-model_v4,1.05,34,0.006
AF-A0A5K4EFC4-F1-model_v4,7.87,34,0.352
AF-A0A5K4FB71-F1-model_v4,1.09,34,0.007
AF-A0A3Q0KRW6-F1-model_v4,3.27,34,0.09
AF-G4M233-F1-model_v4,17.34,34,0.724
AF-A0A5K4F9G0-F1-model_v4,3.66,34,0.111
AF-A0A3Q0KU67-F1-model_v4,5.36,34,0.208
AF-A0A5K4F7E6-F1-model_v4,0.85,34,0.003
AF-A0A5K4EPR5-F1-model_v4,5.25,34,0.201
AF-A0A5K4F556-F1-model_v4,26.8,34,0.876
AF-A0A3Q0KQR6-F1-model_v4,9.41,34,0.433
AF-G4VDF8-F1-model_v4,6.95,34,0.3
AF-A0A3Q0KUT0-F1-model_v4,1.87,34,0.031
AF-G4V650-F1-model_v4,6.08,34,0.249
AF-A0A5K4F6Y9-F1-model_v4,5.5,34,0.217
AF-A0A5K4F3W7-F1-model_v4,1.96,34,0.034
AF-A0A5K4FCG8-F1-model_v4,8.23,34,0.372
AF-A0A5K4F9T1-F1-model_v4,1.19,34,0.009
AF-A0A5K4EZ13-F1-model_v4,1.46,34,0.016
AF-G4VK19-F1-model_v4,2.13,34,0.041
AF-A0A5K4F3U3-F1-model_v4,6.36,34,0.267
AF-A0A5K4ENT5-F1-model_v4,1.28,34,0.011
AF-A0A5K4F809-F1-model_v4,0.76,34,0.002
AF-A0A5K4F090-F1-model_v4,24.91,34,0.86
AF-A0A5K4EJH8-F1-model_v4,3.95,34,0.127
AF-C4QPK0-F1-model_v4,1.76,34,0.027
AF-A0A5K4EPH3-F1-model_v4,6.32,34,0.265
AF-A0A5K4EZN2-F1-model_v4,1.53,34,0.019
AF-G4LV21-F1-model_v4,0.92,35,0.004
AF-A0A5K4F9P5-F1-model_v4,12.29,35,0.56
AF-A0A3Q0KHJ1-F1-model_v4,29.53,35,0.897
AF-G4LYH7-F1-model_v4,4.99,35,0.186
AF-A0A5K4F706-F1-model_v4,1.76,35,0.027
AF-C4QMF9-F1-model_v4,7.08,35,0.307
AF-A0A5K4F1V0-F1-model_v4,3.89,35,0.124
AF-A0A3Q0KFJ8-F1-model_v4,18.49,35,0.753
AF-A0A5K4F9Q7-F1-model_v4,27.11,35,0.879
AF-A0A5K4F0P5-F1-model_v4,11.67,35,0.537
AF-A0A5K4EDJ9-F1-model_v4,7.83,35,0.35
AF-A0A3Q0KQL1-F1-model_v4,9.66,35,0.447
AF-A0A3Q0KT41-F1-model_v4,2.98,35,0.078
AF-A0A3Q0KQV8-F1-model_v4,5.26,35,0.202
AF-A0A5K4F9V6-F1-model_v4,1.1,35,0.007
AF-A0A3Q0KMZ8-F1-model_v4,11.88,35,0.544
AF-A0A3Q0KJP9-F1-model_v4,9.24,35,0.424
AF-G4VM35-F1-model_v4,1.16,35,0.008
AF-A0A3Q0KMJ3-F1-model_v4,5.43,35,0.213
AF-A0A5K4FFF3-F1-model_v4,20.11,35,0.788
AF-A0A5K4F5Q7-F1-model_v4,24.9,35,0.86
AF-G4VTQ0-F1-model_v4,2.32,35,0.048
AF-A0A5K4F7C3-F1-model_v4,10.11,35,0.467
AF-A0A5K4F7A4-F1-model_v4,18.35,35,0.749
AF-A0A5K4F3C4-F1-model_v4,1.55,35,0.019
AF-A0A5K4EM71-F1-model_v4,5.77,35,0.232
AF-A0A5K4F9E0-F1-model_v4,1.71,35,0.025
AF-A0A3Q0KGC0-F1-model_v4,19.29,35,0.772
AF-A0A5K4ELK1-F1-model_v4,26.72,35,0.876
AF-A0A5K4F927-F1-model_v4,1.64,35,0.022
AF-A0A3Q0KIS6-F1-model_v4,5.66,35,0.226
AF-A0A3Q0KGT1-F1-model_v4,13.11,35,0.592
AF-G4LW76-F1-model_v4,5.15,35,0.196
AF-A0A3Q0KNM4-F1-model_v4,2.51,35,0.057
AF-A0A5K4EKR2-F1-model_v4,1.68,35,0.024
AF-A0A5K4FCW6-F1-model_v4,1.26,35,0.011
AF-A0A5K4EN90-F1-model_v4,3.96,35,0.128
AF-A0A5K4F3S4-F1-model_v4,2.14,35,0.041
AF-A0A5K4F8A1-F1-model_v4,13.18,36,0.594
AF-A0A3Q0KKW9-F1-model_v4,14.34,36,0.635
AF-A0A3Q0KKY5-F1-model_v4,2.22,36,0.045
AF-A0A5K4EKN1-F1-model_v4,4.16,36,0.139
AF-A0A5K4F3B5-F1-model_v4,3.53,36,0.104
AF-A0A5K4FD76-F1-model_v4,6.4,36,0.27
AF-G4VI06-F1-model_v4,1.96,36,0.034
AF-A0A5K4F9Q5-F1-model_v4,1.31,36,0.012
AF-A0A3Q0KRF7-F1-model_v4,1.3,36,0.012
AF-A0A5K4ETJ7-F1-model_v4,2.39,36,0.052
AF-A0A5K4F2A1-F1-model_v4,27.33,36,0.881
AF-A0A5K4E9Z0-F1-model_v4,3.45,36,0.1
AF-A0A5K4FD54-F1-model_v4,24.98,36,0.86
AF-A0A5K4F0H1-F1-model_v4,7.07,36,0.307
AF-A0A3Q0KNP6-F1-model_v4,1.99,36,0.035
AF-A0A5K4F866-F1-model_v4,2.04,36,0.037
AF-A0A5K4F9U9-F1-model_v4,25.09,36,0.861
AF-A0A3Q0KKC4-F1-model_v4,2.81,36,0.07
AF-A0A5K4F9T3-F1-model_v4,0.72,36,0.002
AF-G4VT07-F1-model_v4,6.32,36,0.265
AF-A0A3Q0KU56-F1-model_v4,8.74,36,0.4
AF-A0A5K4FDW1-F1-model_v4,11.58,36,0.533
AF-A0A5K4FAB4-F1-model_v4,9.08,36,0.417
AF-A0A5K4EAK9-F1-model_v4,13.64,36,0.61
AF-A0A5K4F0V4-F1-model_v4,22.24,36,0.824
AF-G4VME2-F1-model_v4,13.68,37,0.612
AF-A0A5K4F8W1-F1-model_v4,5.24,37,0.201
AF-A0A3Q0KHX4-F1-model_v4,7.25,37,0.317
AF-A0A5K4FAC7-F1-model_v4,2.1,37,0.04
AF-A0A3Q0KBN4-F1-model_v4,9.76,37,0.451
AF-A0A5K4F799-F1-model_v4,2.04,37,0.037
AF-A0A5K4F7S6-F1-model_v4,1.59,37,0.021
AF-A0A5K4F7V8-F1-model_v4,7.69,37,0.342
AF-A0A5K4F4A9-F1-model_v4,3.09,37,0.083
AF-A0A5K4F4N8-F1-model_v4,1.42,37,0.015
AF-A0A3Q0KUH6-F1-model_v4,37.88,37,0.94
AF-A0A3Q0KLD5-F1-model_v4,15.36,37,0.671
AF-A0A5K4ELY9-F1-model_v4,43.02,37,0.953
AF-A0A5K4EU16-F1-model_v4,1.2,37,0.009
AF-A0A5K4FC95-F1-model_v4,38.96,37,0.943 hey
AF-A0A5K4F862-F1-model_v4,3.08,37,0.083
AF-A0A5K4FET6-F1-model_v4,15.14,37,0.664
AF-A0A5K4E980-F1-model_v4,4.43,37,0.154
AF-A0A5K4F916-F1-model_v4,4.15,37,0.138
AF-A0A3Q0KLI1-F1-model_v4,4.74,37,0.172
AF-A0A5K4FGQ0-F1-model_v4,2.27,37,0.047
AF-A0A5K4F5Q1-F1-model_v4,1.45,37,0.016
AF-C4QG05-F1-model_v4,11.13,37,0.514
AF-A0A5K4F543-F1-model_v4,1.84,37,0.03
AF-A0A5K4ETM9-F1-model_v4,3.41,37,0.097
AF-A0A5K4EFL6-F1-model_v4,4.13,37,0.137
AF-G4LW45-F1-model_v4,26.03,37,0.87
AF-A0A5K4F9N8-F1-model_v4,10.1,38,0.467
AF-G4V5B3-F1-model_v4,4.24,38,0.143
AF-A0A3Q0KDD5-F1-model_v4,32.49,38,0.916
AF-A0A3Q0KIX9-F1-model_v4,2.0,38,0.036
AF-A0A5K4F9M7-F1-model_v4,0.97,38,0.005
AF-A0A3Q0KV38-F1-model_v4,4.48,38,0.157
AF-A0A3Q0KTV3-F1-model_v4,4.5,38,0.158
AF-A0A5K4FAT5-F1-model_v4,23.97,38,0.848
AF-A0A5K4F753-F1-model_v4,2.6,38,0.061
AF-A0A5K4FAC9-F1-model_v4,6.16,38,0.254
AF-A0A5K4E8I9-F1-model_v4,4.73,38,0.171
AF-G4LU78-F1-model_v4,1.7,38,0.024
AF-A0A5K4F5S7-F1-model_v4,2.25,38,0.045
AF-A0A5K4F715-F1-model_v4,0.77,38,0.002
AF-A0A5K4F790-F1-model_v4,1.28,38,0.011
AF-A0A3Q7K6P6-F1-model_v4,4.14,38,0.137
AF-A0A3Q0KUD5-F1-model_v4,2.16,38,0.042
AF-A0A5K4EWR6-F1-model_v4,1.73,38,0.025
AF-A0A5K4FFK2-F1-model_v4,4.29,38,0.146
AF-A0A5K4FCB1-F1-model_v4,2.04,38,0.037
AF-A0A5K4F0D7-F1-model_v4,85.26,38,0.993
AF-G4VT02-F1-model_v4,2.59,38,0.06
AF-A0A5K4FE33-F1-model_v4,2.1,38,0.039
AF-A0A3Q0KRI8-F1-model_v4,1.96,38,0.034
AF-A0A5K4F877-F1-model_v4,1.74,39,0.026
AF-A0A5K4FB33-F1-model_v4,4.24,39,0.143
AF-A0A5K4FAC8-F1-model_v4,1.04,39,0.006
AF-A0A5K4F4T9-F1-model_v4,10.17,39,0.47
AF-A0A5K4F9B6-F1-model_v4,3.95,39,0.127
AF-A0A5K4F9H8-F1-model_v4,6.1,39,0.251
AF-A0A5K4ELF1-F1-model_v4,1.66,39,0.023
AF-A0A3Q0KN31-F1-model_v4,21.22,39,0.806
AF-A0A5K4F5Y2-F1-model_v4,2.52,39,0.057
AF-A0A5K4F7B9-F1-model_v4,1.22,39,0.01
AF-A0A5K4F3H8-F1-model_v4,31.13,39,0.907
AF-A0A5K4FAZ8-F1-model_v4,6.07,39,0.249
AF-A0A3Q0KNV0-F1-model_v4,24.45,39,0.854
AF-A0A5K4EZV4-F1-model_v4,19.73,39,0.781
AF-A0A3Q0KUW3-F1-model_v4,5.6,39,0.223
AF-A0A5K4F541-F1-model_v4,1.1,39,0.007
AF-A0A5K4FBD6-F1-model_v4,9.91,39,0.458
AF-G4VBY6-F1-model_v4,7.43,40,0.328
AF-A0A5K4FE44-F1-model_v4,2.03,40,0.037
AF-A0A5K4F7B7-F1-model_v4,4.36,40,0.15
AF-A0A3Q0KIW4-F1-model_v4,10.8,40,0.498
AF-A0A5K4FA76-F1-model_v4,68.94,40,0.987
AF-A0A5K4F9R0-F1-model_v4,5.39,40,0.21
AF-A0A5K4FBI3-F1-model_v4,2.34,40,0.049
AF-G4VMN2-F1-model_v4,4.41,40,0.153
AF-A0A5K4F7B8-F1-model_v4,1.95,40,0.034
AF-A0A5K4F6S8-F1-model_v4,1.49,40,0.017
AF-A0A3Q0KL55-F1-model_v4,19.25,40,0.77
AF-A0A5K4F3L3-F1-model_v4,7.14,40,0.31
AF-A0A5K4F5Y1-F1-model_v4,14.64,40,0.647
AF-A0A5K4F3R5-F1-model_v4,19.0,40,0.765
AF-A0A5K4FCE4-F1-model_v4,1.72,41,0.025
AF-A0A5K4EK15-F1-model_v4,6.12,41,0.252
AF-A0A5K4FAY8-F1-model_v4,2.17,41,0.042
AF-A0A5K4FCB9-F1-model_v4,21.97,41,0.82
AF-A0A5K4F8E3-F1-model_v4,3.64,41,0.109
AF-A0A3Q0KUV3-F1-model_v4,8.52,41,0.387
AF-A0A5K4F666-F1-model_v4,12.96,41,0.587
AF-A0A5K4FB87-F1-model_v4,24.76,41,0.858
AF-A0A5K4F6J3-F1-model_v4,2.47,41,0.055
AF-A0A5K4F9X7-F1-model_v4,12.04,41,0.55
AF-A0A5K4F884-F1-model_v4,9.62,41,0.445
AF-A0A3Q0KDT0-F1-model_v4,13.18,41,0.594
AF-A0A5K4F1Z6-F1-model_v4,25.16,41,0.862
AF-A0A5K4ERF3-F1-model_v4,3.15,41,0.085
AF-A0A5K4FD97-F1-model_v4,11.29,41,0.521
AF-A0A5K4FD66-F1-model_v4,1.87,41,0.031
AF-A0A5K4FB60-F1-model_v4,13.12,41,0.592
AF-A0A5K4FGF4-F1-model_v4,14.67,41,0.648
AF-A0A5K4F1G6-F1-model_v4,1.36,42,0.013
AF-A0A5K4EWE6-F1-model_v4,0.93,42,0.004
AF-G4LY80-F1-model_v4,8.5,42,0.386
AF-A0A5K4F0X7-F1-model_v4,60.46,42,0.982
AF-A0A5K4FA90-F1-model_v4,47.13,42,0.963
AF-A0A5K4EL74-F1-model_v4,1.28,42,0.011
AF-A0A5K4F5C2-F1-model_v4,9.03,42,0.415
AF-A0A5K4FCH0-F1-model_v4,0.78,42,0.002
AF-A0A5K4F7B0-F1-model_v4,10.84,42,0.499
AF-A0A5K4F7X2-F1-model_v4,5.05,42,0.19
AF-A0A5K4F8N7-F1-model_v4,2.13,42,0.041
AF-A0A5K4FFK8-F1-model_v4,0.91,42,0.004
AF-A0A5K4F1I5-F1-model_v4,13.95,42,0.621
AF-A0A5K4F2M3-F1-model_v4,8.53,42,0.388
AF-C4QF92-F1-model_v4,5.86,42,0.237
AF-A0A5K4F8B9-F1-model_v4,24.78,42,0.858
AF-A0A3Q0KH31-F1-model_v4,14.63,42,0.646
AF-G4V689-F1-model_v4,3.78,42,0.117
AF-A0A5K4FCV6-F1-model_v4,1.15,42,0.008
AF-A0A5K4FB27-F1-model_v4,8.98,42,0.413
AF-A0A5K4F4Q0-F1-model_v4,2.31,42,0.048
AF-A0A5K4F8E2-F1-model_v4,2.49,42,0.056
AF-A0A5K4F8R9-F1-model_v4,0.78,42,0.002
AF-G4VNK1-F1-model_v4,0.76,42,0.002
AF-A0A5K4FC01-F1-model_v4,13.84,42,0.617
AF-A0A3Q0KJL1-F1-model_v4,15.61,42,0.677
AF-P13492-F1-model_v4,6.61,43,0.282
AF-A0A5K4EZN3-F1-model_v4,0.91,43,0.004
AF-A0A5K4F9R6-F1-model_v4,5.14,43,0.195
