Filename,First Score,First Probability
AF-A0A3Q0KSQ0-F1-model_v4,48.38,0.964
AF-A0A5K4EU70-F1-model_v4,48.38,0.964
AF-G4VS85-F1-model_v4,48.38,0.964
AF-A0A5K4F3R0-F1-model_v4,48.34,0.964
AF-A0A3Q0KF43-F1-model_v4,48.27,0.964
AF-A0A5K4F104-F1-model_v4,48.13,0.964
AF-G4VHT3-F1-model_v4,48.13,0.964
AF-A0A3Q0KUX2-F1-model_v4,48.11,0.964
AF-G4VKS3-F1-model_v4,48.05,0.964
AF-Q4PLC2-F1-model_v4,48.03,0.964
AF-A0A3Q0KPP5-F1-model_v4,48.02,0.964
AF-G4VEX7-F1-model_v4,48.01,0.964
AF-A0A5K4FAA7-F1-model_v4,47.88,0.964
AF-A0A5K4FCC6-F1-model_v4,47.87,0.964
AF-A0A3Q0KDS3-F1-model_v4,47.85,0.964
AF-A0A3Q0KBK4-F1-model_v4,47.84,0.964
AF-A0A5K4F3C1-F1-model_v4,47.82,0.964
AF-A0A3Q0KTA1-F1-model_v4,47.78,0.964
AF-A0A3Q0KJ48-F1-model_v4,47.74,0.964
AF-A0A5K4EKH5-F1-model_v4,47.73,0.964
AF-A0A5K4F0H7-F1-model_v4,47.68,0.964
AF-A0A3Q0KMD8-F1-model_v4,47.67,0.964
AF-A0A3Q0KF67-F1-model_v4,47.64,0.964
AF-A0A3Q0KS00-F1-model_v4,47.63,0.964
AF-A0A5K4FCU0-F1-model_v4,47.6,0.964
AF-A0A3Q0KLW0-F1-model_v4,47.57,0.964
AF-A0A3Q0KMB8-F1-model_v4,47.54,0.964
AF-A0A3Q0KJI7-F1-model_v4,47.42,0.963
AF-A0A5K4EKV4-F1-model_v4,47.41,0.963
AF-A0A3Q0KG92-F1-model_v4,47.34,0.963
AF-C4PZQ3-F1-model_v4,47.28,0.963
AF-G4VMG7-F1-model_v4,47.27,0.963
AF-A0A5K4F1E9-F1-model_v4,47.24,0.963
AF-A0A5K4F5A0-F1-model_v4,47.23,0.963
AF-A0A3Q0KKD2-F1-model_v4,47.21,0.963
AF-A0A3Q0KMY9-F1-model_v4,47.2,0.963
AF-A0A5K4EIR3-F1-model_v4,47.18,0.963
AF-A0A5K4FA90-F1-model_v4,47.13,0.963
AF-A0A3Q0KLL3-F1-model_v4,47.08,0.962
AF-A0A5K4EVE9-F1-model_v4,47.08,0.962
AF-A0A5K4F661-F1-model_v4,47.06,0.962
AF-A0A3Q0KU07-F1-model_v4,47.04,0.962
AF-A0A5K4F2E4-F1-model_v4,47.04,0.962
AF-A0A5K4F7D3-F1-model_v4,46.94,0.962
AF-A0A5K4FB26-F1-model_v4,46.86,0.962
AF-A0A3Q0KBA5-F1-model_v4,46.82,0.962
AF-A0A5K4FD98-F1-model_v4,46.81,0.962
AF-A0A3Q0KTZ3-F1-model_v4,46.79,0.962
AF-A0A3Q0KM86-F1-model_v4,46.77,0.962
AF-A0A5K4F036-F1-model_v4,46.73,0.962
AF-A0A5K4EW43-F1-model_v4,46.7,0.961
AF-A0A3Q0KJK7-F1-model_v4,46.68,0.961
AF-A0A5K4F7H3-F1-model_v4,46.66,0.961
AF-G4VF75-F1-model_v4,46.59,0.961
AF-A0A3Q0KQS5-F1-model_v4,46.55,0.961
AF-A0A5K4F2P1-F1-model_v4,46.53,0.961
AF-C4Q8W8-F1-model_v4,46.51,0.961
AF-A0A3Q0KVJ2-F1-model_v4,46.47,0.961
AF-A0A5K4ER92-F1-model_v4,46.46,0.961
AF-A0A3Q0KBR2-F1-model_v4,46.45,0.961
AF-A0A5K4EM75-F1-model_v4,46.41,0.96
AF-A0A3Q0KMT3-F1-model_v4,46.4,0.96
AF-A0A3Q0KKU1-F1-model_v4,46.37,0.96
AF-A0A5K4F047-F1-model_v4,46.37,0.96
AF-A0A5K4FAY3-F1-model_v4,46.35,0.96
AF-A0A5K4EPA9-F1-model_v4,46.33,0.96
AF-A0A3Q0KKG4-F1-model_v4,46.29,0.96
AF-A0A5K4FCF2-F1-model_v4,46.2,0.96
AF-A0A3Q0KQD7-F1-model_v4,46.17,0.96
AF-A0A5K4EFP1-F1-model_v4,46.17,0.96
AF-G4VE75-F1-model_v4,46.15,0.96
AF-A0A5K4EPJ1-F1-model_v4,46.1,0.96
AF-A0A3Q0KMK6-F1-model_v4,46.09,0.96
AF-A0A3Q0KRH5-F1-model_v4,46.04,0.96
AF-A0A5K4EF28-F1-model_v4,46.03,0.96
AF-G4VDY8-F1-model_v4,46.03,0.96
AF-A0A3Q0KRP0-F1-model_v4,46.01,0.96
AF-G4VQN0-F1-model_v4,45.99,0.96
AF-A0A5K4ETY1-F1-model_v4,45.97,0.96
AF-A0A3Q0KQU1-F1-model_v4,45.96,0.96
AF-G4VFX0-F1-model_v4,45.9,0.96
AF-A0A5K4F8Q4-F1-model_v4,45.89,0.96
AF-A0A5K4FAU3-F1-model_v4,45.89,0.96
AF-A0A3Q0KSV6-F1-model_v4,45.87,0.96
AF-A0A5K4FAP5-F1-model_v4,45.87,0.96
AF-A0A3Q0KUI0-F1-model_v4,45.86,0.96
AF-A0A5K4ES74-F1-model_v4,45.84,0.959
AF-G4VJK7-F1-model_v4,45.78,0.959
AF-A0A5K4F7P0-F1-model_v4,45.76,0.959
AF-A0A5K4EPJ7-F1-model_v4,45.75,0.959
AF-A0A3Q0KSZ4-F1-model_v4,45.69,0.959
AF-A0A3Q0KSZ8-F1-model_v4,45.69,0.959
AF-A0A5K4F6W6-F1-model_v4,45.68,0.959
AF-A0A3Q0KU64-F1-model_v4,45.61,0.959
AF-A0A3Q0KC81-F1-model_v4,45.6,0.959
AF-A0A3Q0KD59-F1-model_v4,45.59,0.959
AF-A0A3Q0KKW0-F1-model_v4,45.57,0.959
AF-A0A5K4EDJ1-F1-model_v4,45.51,0.959
AF-A0A3Q0KU35-F1-model_v4,45.5,0.959
AF-A0A3Q0KCM5-F1-model_v4,45.47,0.959
AF-A0A5K4EKG5-F1-model_v4,45.41,0.959
AF-G4LZC6-F1-model_v4,45.41,0.959
AF-A0A3Q0KBF7-F1-model_v4,45.32,0.958
AF-G4VLU1-F1-model_v4,45.3,0.958
AF-G4VHC4-F1-model_v4,45.24,0.958
AF-A0A5K4FC65-F1-model_v4,45.22,0.958
AF-A0A3Q0KPT6-F1-model_v4,45.14,0.958
AF-A0A3Q0KPL1-F1-model_v4,45.13,0.958
AF-A0A5K4F1W9-F1-model_v4,45.13,0.958
AF-A0A5K4EQS2-F1-model_v4,45.1,0.958
AF-A0A5K4F4V0-F1-model_v4,45.07,0.958
AF-A0A5K4F039-F1-model_v4,45.06,0.958
AF-A0A5K4FDA2-F1-model_v4,45.03,0.958
AF-A0A5K4EA57-F1-model_v4,45.0,0.958
AF-E7BBH9-F1-model_v4,45.0,0.958
AF-A0A5K4ED79-F1-model_v4,44.97,0.958
AF-A0A5K4F0X5-F1-model_v4,44.96,0.958
AF-A0A3Q0KNW8-F1-model_v4,44.92,0.958
AF-A0A5K4FBP9-F1-model_v4,44.87,0.958
AF-A0A3Q0KM90-F1-model_v4,44.84,0.957
AF-A0A3Q0KMK5-F1-model_v4,44.81,0.957
AF-A0A3Q0KP35-F1-model_v4,44.81,0.957
AF-A0A5K4F4A8-F1-model_v4,44.79,0.957
AF-A0A3Q0KMB4-F1-model_v4,44.78,0.957
AF-A0A5K4E9F3-F1-model_v4,44.78,0.957
AF-G4VGD1-F1-model_v4,44.77,0.957
AF-G4LYW9-F1-model_v4,44.74,0.957
AF-A0A3Q0KEF0-F1-model_v4,44.73,0.957
AF-G4VJX2-F1-model_v4,44.72,0.957
AF-A0A3Q0KPV8-F1-model_v4,44.71,0.957
AF-A0A5K4FDZ0-F1-model_v4,44.71,0.957
AF-A0A5K4F8E6-F1-model_v4,44.69,0.957
AF-A0A3Q0KSH8-F1-model_v4,44.66,0.957
AF-A0A5K4ESG3-F1-model_v4,44.64,0.957
AF-A0A5K4F3T3-F1-model_v4,44.6,0.957
AF-A0A5K4EAX0-F1-model_v4,44.59,0.957
AF-G4V6I0-F1-model_v4,44.57,0.957
AF-G4VBH2-F1-model_v4,44.57,0.957
AF-A0A3Q0KGZ5-F1-model_v4,44.55,0.957
AF-A0A3Q0KRS2-F1-model_v4,44.53,0.957
AF-A0A3Q0KVJ9-F1-model_v4,44.52,0.957
AF-A0A5K4F8W9-F1-model_v4,44.52,0.957
AF-A0A5K4F9Y2-F1-model_v4,44.5,0.957
AF-A0A5K4F2W8-F1-model_v4,44.48,0.957
AF-A0A5K4EUG5-F1-model_v4,44.44,0.956
AF-A0A3Q0KIK8-F1-model_v4,44.37,0.956
AF-G4VFU5-F1-model_v4,44.36,0.956
AF-A0A5K4F312-F1-model_v4,44.32,0.956
AF-A0A3Q0KH84-F1-model_v4,44.22,0.956
AF-A0A5K4F074-F1-model_v4,44.15,0.956
AF-A0A3Q0KSW6-F1-model_v4,44.13,0.956
AF-A0A5K4FCS7-F1-model_v4,44.09,0.956
AF-A0A3Q0KNL0-F1-model_v4,44.08,0.956
AF-G4V9I5-F1-model_v4,44.08,0.956
AF-G4VM07-F1-model_v4,44.08,0.956
AF-A0A3Q0KFB4-F1-model_v4,44.01,0.956
AF-A0A5K4FCB7-F1-model_v4,43.97,0.955
AF-A0A3Q0KLV5-F1-model_v4,43.9,0.955
AF-A0A5K4EAJ8-F1-model_v4,43.89,0.955
AF-A0A3Q0KPR0-F1-model_v4,43.8,0.955
AF-A0A3Q0KKT1-F1-model_v4,43.78,0.955
AF-A0A3Q0KHF0-F1-model_v4,43.77,0.955
AF-A0A5K4F0J8-F1-model_v4,43.77,0.955
AF-A0A3Q0KP45-F1-model_v4,43.74,0.955
AF-A0A5K4FC19-F1-model_v4,43.68,0.955
AF-A0A3Q0KM78-F1-model_v4,43.6,0.955
AF-G4VR32-F1-model_v4,43.54,0.954
AF-A0A3Q0KSY6-F1-model_v4,43.53,0.954
AF-A0A3Q0KP76-F1-model_v4,43.51,0.954
AF-G4VI00-F1-model_v4,43.48,0.954
AF-A0A5K4F673-F1-model_v4,43.44,0.954
AF-A0A3Q0KNT3-F1-model_v4,43.42,0.954
AF-A0A5K4F1Q3-F1-model_v4,43.41,0.954
AF-G4VRT6-F1-model_v4,43.4,0.954
AF-A0A5K4FB84-F1-model_v4,43.34,0.954
AF-A0A5K4F293-F1-model_v4,43.3,0.954
AF-A0A3Q0KQV2-F1-model_v4,43.26,0.954
AF-A0A3Q0KSS9-F1-model_v4,43.26,0.954
AF-A0A3Q0KFN0-F1-model_v4,43.23,0.954
AF-A0A3Q0KUD4-F1-model_v4,43.23,0.954
AF-A0A5K4ERM4-F1-model_v4,43.22,0.954
AF-G4VL76-F1-model_v4,43.22,0.954
AF-A0A5K4F8F4-F1-model_v4,43.2,0.954
AF-A0A3Q0KI04-F1-model_v4,43.18,0.954
AF-A0A5K4EE38-F1-model_v4,43.16,0.954
AF-A0A5K4EXT8-F1-model_v4,43.13,0.953
AF-A0A5K4F657-F1-model_v4,43.12,0.953
AF-A0A3Q0KUP2-F1-model_v4,43.04,0.953
AF-A0A5K4ELY9-F1-model_v4,43.02,0.953
AF-A0A5K4EY39-F1-model_v4,42.99,0.953
AF-A0A3Q0KVH3-F1-model_v4,42.98,0.953
AF-A0A3Q0KLJ8-F1-model_v4,42.96,0.953
AF-A0A5K4EZH8-F1-model_v4,42.92,0.953
AF-A0A3Q0KK74-F1-model_v4,42.88,0.953
AF-A0A5K4F536-F1-model_v4,42.88,0.953
AF-A0A5K4ENT0-F1-model_v4,42.84,0.953
AF-A0A5K4FDW4-F1-model_v4,42.84,0.953
AF-A0A5K4ELG7-F1-model_v4,42.82,0.953
AF-A0A5K4ELB8-F1-model_v4,42.81,0.953
AF-A0A5K4FE83-F1-model_v4,42.8,0.953
AF-A0A3Q0KSU3-F1-model_v4,42.78,0.953
AF-A0A5K4F411-F1-model_v4,42.77,0.953
AF-A0A3Q0KLX8-F1-model_v4,42.75,0.953
AF-A0A5K4F769-F1-model_v4,42.66,0.953
AF-A0A5K4FC14-F1-model_v4,42.66,0.953
AF-A0A3Q0KC68-F1-model_v4,42.65,0.953
AF-G4LZJ7-F1-model_v4,42.64,0.953
AF-A0A5K4FCL5-F1-model_v4,42.6,0.953
AF-A0A3Q0KL03-F1-model_v4,42.57,0.952
AF-A0A3Q0KR00-F1-model_v4,42.55,0.952
AF-G4VSC2-F1-model_v4,42.51,0.952
AF-G4VB58-F1-model_v4,42.49,0.952
AF-A0A5K4F6L3-F1-model_v4,42.44,0.952
AF-A0A5K4FAG4-F1-model_v4,42.42,0.952
AF-A0A5K4ERV3-F1-model_v4,42.41,0.952
AF-A0A5K4F858-F1-model_v4,42.4,0.952
AF-A0A3Q0KFA9-F1-model_v4,42.34,0.952
AF-G4VCI7-F1-model_v4,42.32,0.952
AF-A0A5K4ENK4-F1-model_v4,42.28,0.952
AF-A0A5K4F0F9-F1-model_v4,42.27,0.952
AF-G4VJ36-F1-model_v4,42.27,0.952
AF-A0A5K4ERT2-F1-model_v4,42.26,0.952
AF-A0A5K4F2P8-F1-model_v4,42.24,0.952
AF-A0A5K4F5Z1-F1-model_v4,42.22,0.952
AF-A0A3Q0KKP4-F1-model_v4,42.2,0.952
AF-G4VC69-F1-model_v4,42.17,0.952
AF-A0A3Q0KMX7-F1-model_v4,42.14,0.952
AF-A0A3Q0KRY2-F1-model_v4,42.14,0.952
AF-A0A5K4EUY0-F1-model_v4,42.13,0.952
AF-G4LX39-F1-model_v4,42.12,0.952
AF-A0A3Q0KM67-F1-model_v4,42.07,0.952
AF-A0A5K4EH66-F1-model_v4,42.06,0.952
AF-A0A3Q0KST1-F1-model_v4,42.03,0.952
AF-A0A3Q0KGI7-F1-model_v4,42.02,0.952
AF-A0A3Q0KBF0-F1-model_v4,41.96,0.952
AF-A0A3Q0KU11-F1-model_v4,41.94,0.952
AF-A0A5K4EUA1-F1-model_v4,41.91,0.951
AF-A0A5K4F0I9-F1-model_v4,41.91,0.951
AF-A0A3Q0KJX5-F1-model_v4,41.9,0.951
AF-A0A3Q0KP13-F1-model_v4,41.88,0.951
AF-A0A3Q0KTP4-F1-model_v4,41.86,0.951
AF-A0A5K4EE66-F1-model_v4,41.85,0.951
AF-A0A3Q0KPW5-F1-model_v4,41.82,0.951
AF-A0A5K4F257-F1-model_v4,41.81,0.951
AF-G4V8Q8-F1-model_v4,41.78,0.951
AF-A0A5K4FCF9-F1-model_v4,41.75,0.951
AF-A0A3Q0KM77-F1-model_v4,41.74,0.951
AF-A0A5K4EJZ4-F1-model_v4,41.74,0.951
AF-A0A5K4ECE7-F1-model_v4,41.72,0.951
AF-A0A5K4F8Q7-F1-model_v4,41.71,0.951
AF-A0A3Q0KEY1-F1-model_v4,41.65,0.951
AF-A0A5K4EAA0-F1-model_v4,41.65,0.951
AF-A0A5K4F0M4-F1-model_v4,41.61,0.951
AF-A0A5K4ENC9-F1-model_v4,41.59,0.951
AF-A0A5K4F6A0-F1-model_v4,41.59,0.951
AF-A0A3Q0KDI9-F1-model_v4,41.58,0.951
AF-A0A3Q0KM85-F1-model_v4,41.56,0.951
AF-A0A3Q0KE12-F1-model_v4,41.51,0.951
AF-A0A5K4EL77-F1-model_v4,41.51,0.951
AF-A0A5K4EMQ7-F1-model_v4,41.49,0.951
AF-G4V6E6-F1-model_v4,41.47,0.951
AF-A0A3Q0KN05-F1-model_v4,41.43,0.951
AF-G4LYG3-F1-model_v4,41.43,0.951
AF-A0A3Q0KQF4-F1-model_v4,41.42,0.95
AF-A0A3Q0KI72-F1-model_v4,41.36,0.95
AF-A0A5K4EP53-F1-model_v4,41.35,0.95
AF-A0A5K4F436-F1-model_v4,41.35,0.95
AF-A0A5K4FA05-F1-model_v4,41.35,0.95
AF-A0A5K4EL73-F1-model_v4,41.34,0.95
AF-A0A3Q0KRY5-F1-model_v4,41.33,0.95
AF-A0A5K4F3N9-F1-model_v4,41.33,0.95
AF-A0A3Q0KHT5-F1-model_v4,41.32,0.95
AF-A0A5K4EKE2-F1-model_v4,41.27,0.95
AF-G4LXX5-F1-model_v4,41.25,0.95
AF-A0A3Q0KC86-F1-model_v4,41.21,0.95
AF-A0A3Q0KLQ7-F1-model_v4,41.19,0.949
AF-A0A3Q0KTM8-F1-model_v4,41.19,0.949
AF-A0A3Q0KM97-F1-model_v4,41.17,0.949
AF-A0A5K4ERN5-F1-model_v4,41.1,0.949
AF-A0A3Q0KFR2-F1-model_v4,41.08,0.949
AF-A0A5K4F7Y9-F1-model_v4,41.06,0.949
AF-G4VEY4-F1-model_v4,41.06,0.949
AF-A0A3Q0KF40-F1-model_v4,41.02,0.949
AF-A0A5K4F2J9-F1-model_v4,40.97,0.948
AF-A0A5K4EP41-F1-model_v4,40.89,0.948
AF-A0A5K4ER44-F1-model_v4,40.89,0.948
AF-A0A5K4F2S2-F1-model_v4,40.89,0.948
AF-A0A3Q0KEA1-F1-model_v4,40.88,0.948
AF-A0A3Q0KHN7-F1-model_v4,40.88,0.948
AF-A0A3Q0KRL8-F1-model_v4,40.87,0.948
AF-A0A5K4ERH0-F1-model_v4,40.86,0.948
AF-A0A5K4EPC1-F1-model_v4,40.85,0.948
AF-A0A5K4EWD0-F1-model_v4,40.85,0.948
AF-A0A3Q0KKS2-F1-model_v4,40.83,0.948
AF-A0A5K4EPX5-F1-model_v4,40.76,0.948
AF-A0A3Q0KQT8-F1-model_v4,40.75,0.948
AF-A0A5K4EP28-F1-model_v4,40.75,0.948
AF-A0A5K4EPG5-F1-model_v4,40.7,0.948
AF-A0A5K4FGA5-F1-model_v4,40.67,0.948
AF-A0A5K4ET10-F1-model_v4,40.64,0.948
AF-A0A3Q0KPK9-F1-model_v4,40.63,0.948
AF-A0A3Q0KG43-F1-model_v4,40.61,0.948
AF-A0A3Q0KJL2-F1-model_v4,40.61,0.948
AF-A0A5K4F8S7-F1-model_v4,40.6,0.948
AF-G4VA12-F1-model_v4,40.58,0.948
AF-A0A5K4FCX2-F1-model_v4,40.56,0.947
AF-C4QJY1-F1-model_v4,40.55,0.947
AF-A0A3Q0KT85-F1-model_v4,40.54,0.947
AF-A0A3Q0KJG7-F1-model_v4,40.53,0.947
AF-A0A3Q0KP54-F1-model_v4,40.51,0.947
AF-C4PYV9-F1-model_v4,40.46,0.947
AF-A0A3Q0KUL8-F1-model_v4,40.42,0.947
AF-G4LXR4-F1-model_v4,40.42,0.947
AF-A0A3Q0KFG9-F1-model_v4,40.38,0.947
AF-G4V968-F1-model_v4,40.36,0.947
AF-A0A5K4F3E1-F1-model_v4,40.35,0.947
AF-A0A3Q0KI28-F1-model_v4,40.33,0.947
AF-G4VFZ6-F1-model_v4,40.33,0.947
AF-A0A3Q0KLZ4-F1-model_v4,40.29,0.947
AF-A0A3Q0KPU4-F1-model_v4,40.28,0.947
AF-B2D1S3-F1-model_v4,40.28,0.947
AF-A0A5K4FFP2-F1-model_v4,40.26,0.947
AF-A0A5K4FH19-F1-model_v4,40.25,0.947
AF-A0A3Q0KGB9-F1-model_v4,40.2,0.947
AF-A0A3Q0KRX5-F1-model_v4,40.19,0.947
AF-A0A3Q0KC16-F1-model_v4,40.1,0.947
AF-A0A3Q0KFQ5-F1-model_v4,40.08,0.947
AF-A0A3Q0KIK1-F1-model_v4,40.06,0.947
AF-A0A3Q0KJT2-F1-model_v4,40.02,0.946
AF-A0A3Q0KKU3-F1-model_v4,40.01,0.946
AF-Q94757-F1-model_v4,40.01,0.946
AF-G4V7H9-F1-model_v4,40.0,0.946
AF-A0A3Q0KCS6-F1-model_v4,39.99,0.946
AF-A0A5K4E956-F1-model_v4,39.99,0.946
AF-A0A3Q0KPX0-F1-model_v4,39.97,0.946
AF-A0A3Q0KRM3-F1-model_v4,39.97,0.946
AF-C4QCD2-F1-model_v4,39.91,0.946
AF-A0A3Q0KQT7-F1-model_v4,39.9,0.946
AF-G4V5L4-F1-model_v4,39.89,0.946
AF-A0A5K4ENT7-F1-model_v4,39.87,0.946
AF-A0A3Q0KR39-F1-model_v4,39.85,0.946
AF-A0A3Q0KG87-F1-model_v4,39.84,0.946
AF-A0A5K4F3M1-F1-model_v4,39.8,0.946
AF-A0A3Q0KLE6-F1-model_v4,39.78,0.946
AF-A0A3Q0KR44-F1-model_v4,39.71,0.945
AF-A0A3Q0KJD0-F1-model_v4,39.69,0.945
AF-Q15EU2-F1-model_v4,39.66,0.945
AF-A0A5K4FF34-F1-model_v4,39.62,0.945
AF-A0A5K4EU67-F1-model_v4,39.57,0.945
AF-A0A5K4FBY6-F1-model_v4,39.54,0.945
AF-A0A3Q0KVE4-F1-model_v4,39.51,0.945
AF-A0A5K4EK41-F1-model_v4,39.49,0.945
AF-A0A3Q0KC95-F1-model_v4,39.48,0.945
AF-A0A5K4FDY6-F1-model_v4,39.48,0.945
AF-A0A5K4F2C4-F1-model_v4,39.47,0.945
AF-G4VPL7-F1-model_v4,39.45,0.944
AF-A0A5K4FCB0-F1-model_v4,39.44,0.944
AF-O17446-F1-model_v4,39.41,0.944
AF-A0A3Q0KNM5-F1-model_v4,39.4,0.944
AF-G4V9Q6-F1-model_v4,39.37,0.944
AF-A0A3Q0KJH9-F1-model_v4,39.35,0.944
AF-A0A3Q0KS10-F1-model_v4,39.35,0.944
AF-A0A5K4F5T9-F1-model_v4,39.34,0.944
AF-A0A3Q0KS85-F1-model_v4,39.33,0.944
AF-A0A5K4EBP0-F1-model_v4,39.33,0.944
AF-C4QFX9-F1-model_v4,39.33,0.944
AF-A0A5K4EBY7-F1-model_v4,39.21,0.944
AF-A0A5K4FAU9-F1-model_v4,39.16,0.943
AF-A0A5K4FB04-F1-model_v4,39.16,0.943
AF-A0A5K4F2W1-F1-model_v4,39.14,0.943
AF-G4VH55-F1-model_v4,39.08,0.943
AF-A0A3Q0KDT5-F1-model_v4,39.04,0.943
AF-A0A5K4F3I8-F1-model_v4,38.99,0.943
AF-A0A3Q0KDD4-F1-model_v4,38.98,0.943
AF-A0A5K4F2R9-F1-model_v4,38.97,0.943
AF-A0A5K4F2P5-F1-model_v4,38.96,0.943
AF-A0A5K4FC95-F1-model_v4,38.96,0.943
AF-G4LZ82-F1-model_v4,38.96,0.943
AF-A0A5K4F946-F1-model_v4,38.93,0.943
AF-G4VCN1-F1-model_v4,38.9,0.943
AF-A0A5K4F3L8-F1-model_v4,38.87,0.943
AF-A0A5K4EL52-F1-model_v4,38.85,0.943
AF-A0A5K4F778-F1-model_v4,38.85,0.943
AF-A0A3Q0KPW6-F1-model_v4,38.84,0.943
AF-A0A3Q0KTE8-F1-model_v4,38.83,0.943
AF-A0A3Q0KPF9-F1-model_v4,38.78,0.943
AF-G4LXV8-F1-model_v4,38.78,0.943
AF-A0A5K4F023-F1-model_v4,38.76,0.943
AF-A0A5K4E9E2-F1-model_v4,38.72,0.943
AF-A0A5K4FDI9-F1-model_v4,38.72,0.943
AF-A0A3Q0KNR2-F1-model_v4,38.71,0.943
AF-A0A3Q0KUK3-F1-model_v4,38.71,0.943
AF-A0A5K4F996-F1-model_v4,38.71,0.943
AF-A0A5K4FBI1-F1-model_v4,38.71,0.943
AF-A0A3Q0KDM3-F1-model_v4,38.7,0.943
AF-A0A3Q0KLW9-F1-model_v4,38.7,0.943
AF-A0A5K4F2W3-F1-model_v4,38.69,0.943
AF-A0A3Q0KT31-F1-model_v4,38.68,0.943
AF-A0A5K4F9Q2-F1-model_v4,38.68,0.943
AF-A0A3Q0KV99-F1-model_v4,38.67,0.943
AF-A0A5K4F2X2-F1-model_v4,38.67,0.943
AF-G4VHQ2-F1-model_v4,38.63,0.943
AF-A0A3Q0KUC9-F1-model_v4,38.6,0.943
AF-A0A3Q0KBU6-F1-model_v4,38.59,0.943
AF-A0A3Q0KQG5-F1-model_v4,38.58,0.943
AF-A0A5K4EPC9-F1-model_v4,38.58,0.943
AF-A0A3Q0KUA9-F1-model_v4,38.57,0.943
AF-G4VR00-F1-model_v4,38.54,0.943
AF-A0A3Q0KQA2-F1-model_v4,38.53,0.942
AF-G4V5X9-F1-model_v4,38.5,0.942
AF-A0A5K4EJM3-F1-model_v4,38.48,0.942
AF-A0A5K4F0G0-F1-model_v4,38.46,0.942
AF-A0A3Q0KRZ6-F1-model_v4,38.45,0.942
AF-G4M0S3-F1-model_v4,38.45,0.942
AF-A0A3Q0KKX7-F1-model_v4,38.44,0.942
AF-A0A5K4EVJ5-F1-model_v4,38.44,0.942
AF-A0A3Q0KSB3-F1-model_v4,38.43,0.942
AF-G4VTU1-F1-model_v4,38.43,0.942
AF-A0A3Q0KKL6-F1-model_v4,38.33,0.942
AF-A0A3Q0KLZ6-F1-model_v4,38.3,0.942
AF-G4LWB6-F1-model_v4,38.3,0.942
AF-A0A3Q0KPP0-F1-model_v4,38.29,0.942
AF-A0A5K4FCZ0-F1-model_v4,38.29,0.942
AF-G4VHR0-F1-model_v4,38.28,0.942
AF-A0A3Q0KMV3-F1-model_v4,38.25,0.942
AF-A0A3Q0KMF7-F1-model_v4,38.24,0.942
AF-A0A3Q0KPK2-F1-model_v4,38.23,0.942
AF-G4VPS5-F1-model_v4,38.22,0.942
AF-A0A5K4EEF2-F1-model_v4,38.2,0.942
AF-G4VLW1-F1-model_v4,38.19,0.942
AF-A0A3Q0KPW4-F1-model_v4,38.18,0.942
AF-A0A5K4F0A7-F1-model_v4,38.18,0.942
AF-A0A5K4FE76-F1-model_v4,38.17,0.942
AF-G4VQB1-F1-model_v4,38.13,0.941
AF-A0A3Q0KRG1-F1-model_v4,38.09,0.941
AF-A0A5K4F4S0-F1-model_v4,38.09,0.941
AF-A0A3Q0KVB3-F1-model_v4,38.07,0.941
AF-A0A3Q0KRM7-F1-model_v4,38.02,0.941
AF-Q3HL76-F1-model_v4,38.0,0.941
AF-A0A5K4FC26-F1-model_v4,37.97,0.941
AF-P53471-F1-model_v4,37.97,0.941
AF-A0A5K4EXL5-F1-model_v4,37.93,0.941
AF-A0A5K4FE41-F1-model_v4,37.93,0.941
AF-A0A3Q0KUH6-F1-model_v4,37.88,0.94
AF-A0A3Q0KF27-F1-model_v4,37.83,0.94
AF-A0A3Q0KL96-F1-model_v4,37.83,0.94
AF-A0A5K4EVZ1-F1-model_v4,37.83,0.94
AF-A0A5K4FDS2-F1-model_v4,37.81,0.94
AF-A0A3Q0KRT3-F1-model_v4,37.79,0.94
AF-A0A3Q0KMF1-F1-model_v4,37.77,0.94
AF-A0A3Q0KLJ7-F1-model_v4,37.74,0.94
AF-G4VSX8-F1-model_v4,37.72,0.94
AF-A0A5K4FDX9-F1-model_v4,37.71,0.94
AF-A0A5K4FFY7-F1-model_v4,37.69,0.94
AF-A0A3Q0KHG3-F1-model_v4,37.68,0.94
AF-A0A5K4FB85-F1-model_v4,37.67,0.94
AF-G4M039-F1-model_v4,37.66,0.94
AF-A0A3Q0KCR2-F1-model_v4,37.6,0.94
AF-A0A5K4EH32-F1-model_v4,37.6,0.94
AF-A0A3Q0KHV1-F1-model_v4,37.57,0.94
AF-A0A3Q0KJX9-F1-model_v4,37.57,0.94
AF-G4VEY6-F1-model_v4,37.56,0.94
AF-A0A3Q0KBG7-F1-model_v4,37.54,0.94
AF-A0A3Q0KQB0-F1-model_v4,37.54,0.94
AF-G4VAB4-F1-model_v4,37.53,0.94
AF-A0A3Q0KL59-F1-model_v4,37.5,0.94
AF-A0A3Q0KP86-F1-model_v4,37.48,0.94
AF-A0A3Q0KTL1-F1-model_v4,37.46,0.94
AF-A0A5K4EJM6-F1-model_v4,37.45,0.939
AF-A0A3Q0KEX5-F1-model_v4,37.44,0.939
AF-A0A3Q0KT77-F1-model_v4,37.43,0.939
AF-A0A5K4F5V0-F1-model_v4,37.43,0.939
AF-A0A5K4EED8-F1-model_v4,37.42,0.939
AF-A0A5K4EM25-F1-model_v4,37.42,0.939
